st,en,popularity
31103,31227,1708
31103,31228,3141
31103,31229,8814
31103,31230,1500
31103,31231,2032
31103,31232,2090
31103,31233,3235
31103,31234,2667
31103,31235,528
31103,31236,1392
31103,31237,1523
31103,31238,2011
31103,31239,4126
31103,31240,137
31103,31241,3826
31103,31242,1367
31103,31243,312
31103,31244,281
31103,31245,1318
31103,31246,2283
31103,31247,1370
31103,31248,403
31103,31249,254
31103,31250,1414
31103,31251,943
31103,31252,1179
31103,31253,1456
31103,31254,3071
31103,31255,2118
31103,31256,452
31103,31257,1682
31103,31258,469
31103,31259,288
31103,31260,664
31103,31261,262
31103,31262,534
31103,31263,661
31103,31264,285
31103,31265,959
31103,31266,1126
31103,31267,3270
31103,31268,1392
31103,31269,97
31103,31270,359
31103,31271,188
31103,31272,307
31103,31273,38
31103,31274,408
31103,31275,1476
31103,31276,1470
31103,31277,671
31103,31278,2084
31103,31279,498
31103,31280,575
31103,31281,536
31103,31282,1266
31103,31283,502
31103,31284,109
31103,31285,679
31103,31286,453
31103,31287,45
31103,31288,197
31103,31289,210
31103,31290,103
31103,31291,710
31103,31292,60
31103,31293,289
31103,31294,44
31103,31295,315
31103,31296,2518
31103,31297,129
31103,31298,1059
31103,31299,1298
31103,31300,884
31103,31301,268
31103,31302,959
31103,31303,332
31103,31304,574
31103,31305,1402
31103,31306,413
31103,31307,1034
31103,31308,240
31103,31309,24
31103,31310,129
31103,31312,1077
31103,31313,363
31103,31314,731
31103,31315,60
31103,31316,32
31103,31317,12
31103,31318,131
31103,31319,33
31103,31320,23
31103,31321,311
31103,31322,61
31103,31323,530
31103,31324,724
31103,31325,91
31103,31326,3
31103,31327,107
31103,31328,28
31103,31400,4401
31103,31401,4599
31103,31402,910
31103,31403,200
31103,31404,2088
31103,31405,317
31103,31406,1188
31103,31407,640
31103,31408,223
31103,31411,108
31103,31412,22
31103,31413,38
31103,31414,70
31103,31415,70
31103,31416,157
31103,31417,160
31103,31418,40
31103,31419,421
31103,31420,176
31103,31421,76
31103,31422,1
31103,31423,11
31103,31500,150
31103,31501,192
31103,31502,282
31103,31503,1025
31103,31504,300
31103,31505,651
31103,31506,1081
31103,31507,739
31103,31508,92
31103,31509,413
31103,31510,30
31103,31511,103
31103,31512,28
31103,31513,186
31103,31514,149
31103,31515,59
31103,31516,50
31103,31517,213
31103,31518,24
31103,31519,161
31103,31520,17
31103,31521,17
31103,31522,33
31103,31523,31
31103,31524,11
31103,31525,2
31103,31526,7
31103,31527,52
31103,31528,18
31103,31529,13
31103,31530,3
31103,31531,1
31103,31600,1101
31103,31601,47
31103,31602,7512
31103,31603,1173
31103,31604,515
31103,31605,115
31103,31606,32
31103,31607,20
31103,31608,15
31103,31609,126
31103,31610,126
31103,31611,226
31103,31612,78
31103,31613,313
31103,31614,117
31103,31615,183
31103,31616,234
31103,31617,59
31103,31618,149
31103,31619,93
31103,31620,998
31103,31621,289
31103,31622,85
31103,31623,914
31103,31624,1026
31103,31625,17
31103,31626,21
31103,31627,390
31103,31628,85
31103,31629,52
31103,31630,12
31103,31631,40
31103,31632,39
31103,31633,247
31103,31634,37
31103,31635,12
31103,31636,355
31103,31637,210
31103,31638,187
31103,31639,703
31103,31640,45
31103,31641,95
31103,31642,73
31103,31643,29
31103,31645,27
31103,31646,138
31103,31647,10
31103,31648,10
31103,31649,555
31103,31650,19
31103,31651,566
31103,31652,6
31103,31653,170
31103,31654,5
31103,31655,92
31103,31656,6
31103,31657,8
31103,31658,3
31103,31659,4
31103,31660,4
31103,31661,4
31103,31662,35
31103,31666,12
31103,31668,4
31103,31669,2
31103,31701,1
31103,31703,2
31103,31704,1
31103,31705,1
31103,31708,12
31103,31712,16
31103,31716,2
31103,31717,1
31103,31719,2
31103,31801,4
31103,31802,4
31103,31804,1
31103,31805,4
31103,31806,1
31103,31813,1
31103,31900,1
31103,31903,1
31103,31905,1
31103,31909,2
31103,31917,42
31103,31920,1
31103,31923,2
31103,31924,14
31103,31935,2
31103,31937,1
31103,31939,6
31103,31940,1
31103,31947,2
31103,32000,2
31103,32001,34
31103,32002,7
31103,32003,6
31103,32006,65
31103,32008,3
31103,32010,6
31103,32011,4
31103,32012,74
31103,32013,4
31103,32014,20
31103,32019,78
31103,32021,9
31103,32024,15
31103,32025,47
31103,32026,35
31103,32028,2
31103,32029,1
31103,32032,1
31103,32034,22
31103,32035,14
31103,32036,34
31103,32040,23
31103,32043,3
31103,32046,6
31103,32048,4
31103,32049,7
31103,32050,12
31103,32051,5
31103,32053,1
31103,32054,10
31103,32055,3
31103,32056,38
31103,32057,1
31103,32058,2
31103,32061,3
31103,32062,6
31103,32064,1
31103,32065,1
31103,32066,1
31103,32076,1
31103,32082,1
31103,32230,5
31103,32404,6
31103,32406,1
31103,32412,1
31103,32413,2
31103,32414,1
31103,32416,5
31103,32418,17
31103,32420,1
31103,32421,4
31104,31105,13637
31104,31106,27399
31104,31107,20361
31104,31108,306
31104,31109,2663
31104,31110,11106
31104,31111,4028
31104,31112,4541
31104,31113,2566
31104,31114,6764
31104,31115,3703
31104,31116,6160
31104,31117,6291
31104,31118,739
31104,31119,2801
31104,31120,817
31104,31121,34054
31104,31122,3220
31104,31123,1416
31104,31124,6523
31104,31125,1194
31104,31126,1023
31104,31127,270
31104,31128,1044
31104,31129,213
31104,31130,101
31104,31131,679
31104,31132,161
31104,31133,337
31104,31200,19331
31104,31201,7732
31104,31202,3913
31104,31203,3569
31104,31204,1333
31104,31205,3585
31104,31206,465
31104,31207,1464
31104,31208,199
31104,31209,136
31104,31211,1381
31104,31212,4793
31104,31213,4733
31104,31214,9463
31104,31215,3342
31104,31216,1053
31104,31217,571
31104,31218,338
31104,31219,1171
31104,31220,1805
31104,31221,5188
31104,31222,1649
31104,31223,1567
31104,31224,2919
31104,31225,2769
31104,31226,1147
31104,31227,1287
31104,31228,2326
31104,31229,7026
31104,31230,1421
31104,31231,1221
31104,31232,1336
31104,31233,2477
31104,31234,3596
31104,31235,636
31104,31236,1985
31104,31237,2746
31104,31238,1789
31104,31239,3775
31104,31240,331
31104,31241,2911
31104,31242,1678
31104,31243,313
31104,31244,210
31104,31245,2013
31104,31246,3188
31104,31247,782
31104,31248,477
31104,31249,228
31104,31250,1411
31104,31251,1102
31104,31252,1209
31104,31253,1832
31104,31254,847
31104,31255,2185
31104,31256,540
31104,31257,2405
31104,31258,793
31104,31259,391
31104,31260,836
31104,31261,270
31104,31262,568
31104,31263,761
31104,31264,308
31104,31265,1143
31104,31266,1269
31104,31267,3165
31104,31268,2273
31104,31269,186
31104,31270,291
31104,31271,253
31104,31272,247
31104,31273,74
31104,31274,371
31104,31275,1917
31104,31276,986
31104,31277,1025
31104,31278,4440
31104,31279,506
31104,31280,590
31104,31281,642
31104,31282,695
31104,31283,660
31104,31284,129
31104,31285,1337
31104,31286,511
31104,31287,34
31104,31288,209
31104,31289,423
31104,31290,159
31104,31291,428
31104,31292,121
31104,31293,367
31104,31294,29
31104,31295,558
31104,31296,2042
31104,31297,291
31104,31298,360
31104,31299,1578
31104,31300,3456
31104,31301,1108
31104,31302,2932
31104,31303,1601
31104,31304,2040
31104,31305,7269
31104,31306,1221
31104,31307,6067
31104,31308,774
31104,31309,128
31104,31310,799
31104,31312,1952
31104,31313,1713
31104,31314,573
31104,31315,319
31104,31316,124
31104,31317,65
31104,31318,667
31104,31319,164
31104,31320,118
31104,31321,303
31104,31322,31
31104,31323,3602
31104,31324,928
31104,31325,231
31104,31326,20
31104,31327,166
31104,31328,63
31104,31400,5297
31104,31401,5609
31104,31402,780
31104,31403,269
31104,31404,1780
31104,31405,302
31104,31406,1269
31104,31407,621
31104,31408,77
31104,31411,249
31104,31412,18
31104,31413,23
31104,31414,32
31104,31415,28
31104,31416,24
31104,31417,192
31104,31418,46
31104,31419,488
31104,31420,128
31104,31421,69
31104,31422,16
31104,31423,17
31104,31500,116
31104,31501,103
31104,31502,201
31104,31503,1217
31104,31504,278
31104,31505,344
31104,31506,1510
31104,31507,543
31104,31508,83
31104,31509,574
31104,31510,22
31104,31511,82
31104,31512,60
31104,31513,147
31104,31514,118
31104,31515,60
31104,31516,55
31104,31517,125
31104,31518,26
31104,31519,208
31104,31520,12
31104,31521,6
31104,31522,61
31104,31523,72
31104,31524,6
31104,31525,1
31104,31526,7
31104,31527,54
31104,31528,4
31104,31529,70
31104,31530,1
31104,31531,13
31104,31600,1294
31104,31601,36
31104,31602,13492
31104,31603,1050
31104,31604,498
31104,31605,174
31104,31606,52
31104,31607,45
31104,31608,34
31104,31609,226
31104,31610,148
31104,31611,452
31104,31612,79
31104,31613,336
31104,31614,122
31104,31615,150
31104,31616,333
31104,31617,57
31104,31618,245
31104,31619,169
31104,31620,796
31104,31621,266
31104,31622,320
31104,31623,639
31104,31624,1280
31104,31625,56
31104,31626,161
31104,31627,409
31104,31628,138
31104,31629,50
31104,31630,25
31104,31631,39
31104,31632,27
31104,31633,198
31104,31634,44
31104,31635,4
31104,31636,275
31104,31637,213
31104,31638,161
31104,31639,121
31104,31640,31
31104,31641,57
31104,31642,85
31104,31643,43
31104,31644,11
31104,31645,30
31104,31646,114
31104,31647,27
31104,31648,8
31104,31649,1261
31104,31650,16
31104,31651,903
31104,31652,14
31104,31653,157
31104,31654,12
31104,31655,73
31104,31656,78
31104,31657,20
31104,31658,3
31104,31659,6
31104,31660,5
31104,31661,15
31104,31662,39
31104,31663,6
31104,31664,2
31104,31665,9
31104,31666,8
31104,31668,7
31104,31669,1
31104,31700,1
31104,31703,4
31104,31706,3
31104,31707,3
31104,31708,17
31104,31710,2
31104,31712,16
31104,31719,1
31104,31801,1
31104,31802,1
31104,31805,6
31104,31806,1
31104,31807,1
31104,31820,1
31104,31826,1
31104,31900,5
31104,31902,2
31104,31905,1
31104,31909,1
31104,31913,1
31104,31917,39
31104,31918,2
31104,31919,1
31104,31920,1
31104,31923,1
31104,31924,9
31104,31926,1
31104,31929,1
31104,31935,8
31104,31937,1
31104,31939,10
31104,31940,6
31104,31945,12
31104,31947,13
31104,32000,12
31104,32001,12
31104,32002,21
31104,32003,8
31104,32006,80
31104,32007,2
31104,32008,4
31104,32010,6
31104,32011,15
31104,32012,32
31104,32013,5
31104,32014,192
31104,32019,46
31104,32021,6
31104,32024,11
31104,32025,17
31104,32026,16
31104,32027,5
31104,32029,11
31104,32034,19
31104,32035,14
31104,32036,13
31104,32039,2
31104,32040,54
31104,32043,3
31104,32046,6
31104,32048,15
31104,32049,2
31104,32050,6
31104,32051,5
31104,32053,30
31104,32054,1
31104,32055,15
31104,32056,12
31104,32058,3
31104,32059,1
31104,32062,3
31104,32077,1
31104,32082,2
31104,32230,1
31104,32402,1
31104,32403,1
31104,32404,2
31104,32411,1
31104,32412,4
31104,32416,6
31104,32418,1
31104,32420,2
31104,32422,1
31104,32606,1
31105,31106,5396
31105,31107,3466
31105,31108,262
31105,31109,2624
31105,31110,4801
31105,31111,4139
31105,31112,983
31105,31113,4403
31105,31114,1787
31105,31115,4063
31105,31116,2551
31105,31117,4245
31105,31118,831
31105,31119,4651
31105,31120,1197
31105,31121,5005
31105,31122,456
31105,31123,402
31105,31124,1340
31105,31125,517
31105,31126,1267
31105,31127,55
31105,31128,193
31105,31129,92
31105,31130,50
31105,31131,261
31105,31132,38
31105,31133,42
31105,31200,7934
31105,31201,6410
31105,31202,6139
31105,31203,6196
31105,31204,897
31105,31205,2171
31105,31206,513
31105,31207,1429
31105,31208,96
31105,31209,55
31105,31211,308
31105,31212,3382
31105,31213,2334
31105,31214,4582
31105,31215,905
31105,31216,1833
31105,31217,398
31105,31218,885
31105,31219,736
31105,31220,994
31105,31221,2396
31105,31222,1033
31105,31223,1592
31105,31224,1522
31105,31225,1119
31105,31226,249
31105,31227,1944
31105,31228,2150
31105,31229,5324
31105,31230,2093
31105,31231,1600
31105,31232,882
31105,31233,1705
31105,31234,1800
31105,31235,513
31105,31236,1066
31105,31237,1097
31105,31238,1820
31105,31239,2373
31105,31240,97
31105,31241,4805
31105,31242,884
31105,31243,356
31105,31244,1088
31105,31245,1372
31105,31246,1076
31105,31247,662
31105,31248,336
31105,31249,233
31105,31250,1026
31105,31251,575
31105,31252,1095
31105,31253,823
31105,31254,1503
31105,31255,774
31105,31256,352
31105,31257,1427
31105,31258,324
31105,31259,214
31105,31260,403
31105,31261,182
31105,31262,379
31105,31263,570
31105,31264,188
31105,31265,404
31105,31266,1333
31105,31267,1866
31105,31268,1566
31105,31269,63
31105,31270,226
31105,31271,120
31105,31272,102
31105,31273,26
31105,31274,288
31105,31275,660
31105,31276,668
31105,31277,769
31105,31278,1090
31105,31279,357
31105,31280,571
31105,31281,517
31105,31282,326
31105,31283,331
31105,31284,32
31105,31285,247
31105,31286,900
31105,31287,22
31105,31288,94
31105,31289,95
31105,31290,51
31105,31291,360
31105,31292,22
31105,31293,93
31105,31294,9
31105,31295,76
31105,31296,947
31105,31297,33
31105,31298,340
31105,31299,222
31105,31300,543
31105,31301,167
31105,31302,618
31105,31303,323
31105,31304,345
31105,31305,1090
31105,31306,434
31105,31307,696
31105,31308,69
31105,31309,15
31105,31310,95
31105,31312,487
31105,31313,183
31105,31314,124
31105,31315,6
31105,31316,10
31105,31317,6
31105,31318,22
31105,31319,7
31105,31320,21
31105,31321,127
31105,31322,11
31105,31323,211
31105,31324,286
31105,31325,18
31105,31326,2
31105,31327,122
31105,31328,11
31105,31400,3306
31105,31401,3991
31105,31402,929
31105,31403,183
31105,31404,1128
31105,31405,673
31105,31406,1042
31105,31407,836
31105,31408,45
31105,31411,101
31105,31412,8
31105,31413,13
31105,31414,29
31105,31415,25
31105,31416,35
31105,31417,60
31105,31418,13
31105,31419,152
31105,31420,30
31105,31421,37
31105,31422,4
31105,31423,3
31105,31500,192
31105,31501,245
31105,31502,249
31105,31503,1651
31105,31504,400
31105,31505,403
31105,31506,1522
31105,31507,708
31105,31508,184
31105,31509,453
31105,31510,17
31105,31511,45
31105,31512,51
31105,31513,179
31105,31514,73
31105,31515,39
31105,31516,50
31105,31517,202
31105,31518,8
31105,31519,240
31105,31520,11
31105,31521,7
31105,31522,20
31105,31523,42
31105,31524,13
31105,31525,5
31105,31526,3
31105,31527,25
31105,31528,4
31105,31529,18
31105,31530,2
31105,31531,7
31105,31600,1002
31105,31601,35
31105,31602,4871
31105,31603,958
31105,31604,593
31105,31605,198
31105,31606,38
31105,31607,34
31105,31608,25
31105,31609,119
31105,31610,143
31105,31611,286
31105,31612,93
31105,31613,284
31105,31614,129
31105,31615,172
31105,31616,378
31105,31617,163
31105,31618,213
31105,31619,94
31105,31620,364
31105,31621,158
31105,31622,83
31105,31623,535
31105,31624,780
31105,31625,23
31105,31626,29
31105,31627,438
31105,31628,98
31105,31629,35
31105,31630,27
31105,31631,50
31105,31632,21
31105,31633,81
31105,31634,23
31105,31635,4
31105,31636,270
31105,31637,161
31105,31638,283
31105,31639,67
31105,31640,18
31105,31641,30
31105,31642,40
31105,31643,6
31105,31644,7
31105,31645,19
31105,31646,46
31105,31647,3
31105,31648,4
31105,31649,299
31105,31650,4
31105,31651,204
31105,31652,6
31105,31653,75
31105,31654,6
31105,31655,22
31105,31656,14
31105,31657,12
31105,31658,3
31105,31659,5
31105,31660,1
31105,31661,7
31105,31662,18
31105,31663,1
31105,31665,1
31105,31666,5
31105,31667,1
31105,31702,2
31105,31703,4
31105,31704,4
31105,31705,2
31105,31706,1
31105,31707,2
31105,31708,4
31105,31711,11
31105,31712,15
31105,31717,1
31105,31801,29
31105,31802,4
31105,31803,3
31105,31804,1
31105,31805,6
31105,31807,4
31105,31812,1
31105,31826,2
31105,31917,23
31105,31920,1
31105,31924,3
31105,31935,2
31105,31937,1
31105,31939,35
31105,31947,3
31105,32000,1
31105,32001,7
31105,32002,4
31105,32003,2
31105,32006,30
31105,32007,1
31105,32011,2
31105,32012,23
31105,32013,6
31105,32014,15
31105,32019,83
31105,32021,1
31105,32024,12
31105,32025,11
31105,32026,53
31105,32027,1
31105,32029,1
31105,32032,1
31105,32034,8
31105,32035,5
31105,32036,11
31105,32040,15
31105,32043,1
31105,32044,1
31105,32048,3
31105,32050,3
31105,32056,12
31105,32058,1
31105,32063,1
31105,32064,1
31105,32082,1
31105,32404,3
31105,32412,1
31105,32413,1
31105,32416,2
31105,32418,10
31105,32420,1
31106,31107,4467
31106,31108,233
31106,31109,743
31106,31110,4055
31106,31111,1300
31106,31112,1772
31106,31113,5352
31106,31114,2412
31106,31115,780
31106,31116,2345
31106,31117,2162
31106,31118,84
31106,31119,486
31106,31120,159
31106,31121,5434
31106,31122,385
31106,31123,199
31106,31124,610
31106,31125,292
31106,31126,149
31106,31127,236
31106,31128,787
31106,31129,119
31106,31130,25
31106,31131,71
31106,31132,24
31106,31133,136
31106,31200,7346
31106,31201,2756
31106,31202,1203
31106,31203,1071
31106,31204,473
31106,31205,1797
31106,31206,344
31106,31207,461
31106,31208,42
31106,31209,43
31106,31211,648
31106,31212,1788
31106,31213,1299
31106,31214,2093
31106,31215,3166
31106,31216,648
31106,31217,674
31106,31218,226
31106,31219,491
31106,31220,771
31106,31221,1169
31106,31222,781
31106,31223,658
31106,31224,883
31106,31225,1954
31106,31226,450
31106,31227,879
31106,31228,824
31106,31229,2534
31106,31230,1046
31106,31231,991
31106,31232,577
31106,31233,1046
31106,31234,1396
31106,31235,1005
31106,31236,801
31106,31237,1267
31106,31238,1071
31106,31239,1240
31106,31240,441
31106,31241,1501
31106,31242,640
31106,31243,224
31106,31244,225
31106,31245,522
31106,31246,1809
31106,31247,472
31106,31248,290
31106,31249,207
31106,31250,333
31106,31251,394
31106,31252,538
31106,31253,678
31106,31254,227
31106,31255,712
31106,31256,168
31106,31257,673
31106,31258,850
31106,31259,115
31106,31260,275
31106,31261,259
31106,31262,174
31106,31263,646
31106,31264,91
31106,31265,248
31106,31266,270
31106,31267,730
31106,31268,438
31106,31269,60
31106,31270,106
31106,31271,73
31106,31272,117
31106,31273,50
31106,31274,92
31106,31275,284
31106,31276,244
31106,31277,662
31106,31278,620
31106,31279,399
31106,31280,135
31106,31281,156
31106,31282,132
31106,31283,165
31106,31284,26
31106,31285,256
31106,31286,82
31106,31287,1
31106,31288,63
31106,31289,280
31106,31290,55
31106,31291,98
31106,31292,49
31106,31293,250
31106,31294,11
31106,31295,131
31106,31296,764
31106,31297,150
31106,31298,205
31106,31299,284
31106,31300,3021
31106,31301,823
31106,31302,1696
31106,31303,1526
31106,31304,2133
31106,31305,4873
31106,31306,572
31106,31307,2665
31106,31308,434
31106,31309,250
31106,31310,638
31106,31312,554
31106,31313,529
31106,31314,353
31106,31315,393
31106,31316,53
31106,31317,52
31106,31318,273
31106,31319,187
31106,31320,41
31106,31321,88
31106,31322,6
31106,31323,1896
31106,31324,113
31106,31325,28
31106,31326,2
31106,31327,26
31106,31328,12
31106,31400,1186
31106,31401,1549
31106,31402,117
31106,31403,27
31106,31404,308
31106,31405,50
31106,31406,205
31106,31407,71
31106,31408,12
31106,31411,12
31106,31413,1
31106,31415,48
31106,31416,3
31106,31417,12
31106,31418,2
31106,31419,98
31106,31420,23
31106,31421,4
31106,31422,2
31106,31423,3
31106,31500,45
31106,31501,33
31106,31502,31
31106,31503,439
31106,31504,100
31106,31505,200
31106,31506,328
31106,31507,76
31106,31508,101
31106,31509,106
31106,31510,2
31106,31511,14
31106,31512,6
31106,31513,21
31106,31514,13
31106,31515,8
31106,31516,4
31106,31517,23
31106,31518,4
31106,31519,31
31106,31520,1
31106,31521,4
31106,31522,11
31106,31523,9
31106,31524,3
31106,31525,1
31106,31527,8
31106,31529,6
31106,31531,1
31106,31600,402
31106,31601,12
31106,31602,4452
31106,31603,491
31106,31604,195
31106,31605,93
31106,31606,12
31106,31607,9
31106,31608,6
31106,31609,132
31106,31610,64
31106,31611,77
31106,31612,20
31106,31613,147
31106,31614,30
31106,31615,45
31106,31616,110
31106,31617,26
31106,31618,135
31106,31619,39
31106,31620,388
31106,31621,158
31106,31622,20
31106,31623,231
31106,31624,271
31106,31625,9
31106,31626,9
31106,31627,964
31106,31628,44
31106,31629,10
31106,31630,3
31106,31631,10
31106,31632,4
31106,31633,37
31106,31634,14
31106,31636,80
31106,31637,28
31106,31638,40
31106,31639,23
31106,31640,2
31106,31641,12
31106,31642,27
31106,31643,32
31106,31645,7
31106,31646,41
31106,31647,1
31106,31648,6
31106,31649,91
31106,31650,1
31106,31651,53
31106,31652,2
31106,31653,14
31106,31654,2
31106,31655,5
31106,31656,2
31106,31657,3
31106,31662,7
31106,31665,1
31106,31666,2
31106,31703,20
31106,31705,1
31106,31707,1
31106,31712,6
31106,31802,1
31106,31900,11
31106,31905,3
31106,31907,2
31106,31908,1
31106,31916,3
31106,31917,9
31106,31918,5
31106,31920,1
31106,31924,6
31106,31935,1
31106,31939,12
31106,31940,3
31106,31947,3
31106,32000,4
31106,32001,3
31106,32002,15
31106,32006,118
31106,32008,1
31106,32012,18
31106,32013,1
31106,32014,130
31106,32018,1
31106,32019,18
31106,32021,4
31106,32024,2
31106,32025,1
31106,32027,5
31106,32028,6
31106,32029,8
31106,32034,3
31106,32035,1
31106,32036,2
31106,32039,3
31106,32040,45
31106,32046,2
31106,32048,9
31106,32053,5
31106,32054,1
31106,32055,12
31106,32056,1
31106,32062,1
31106,32071,3
31106,32076,1
31106,32416,1
31107,31108,205
31107,31109,1930
31107,31110,7115
31107,31111,3742
31107,31112,1848
31107,31113,5154
31107,31114,4213
31107,31115,2673
31107,31116,3417
31107,31117,4671
31107,31118,801
31107,31119,2730
31107,31120,1025
31107,31121,4863
31107,31122,2411
31107,31123,798
31107,31124,5865
31107,31125,953
31107,31126,898
31107,31127,130
31107,31128,819
31107,31129,192
31107,31130,94
31107,31131,453
31107,31132,82
31107,31133,308
31107,31200,10875
31107,31201,6993
31107,31202,2945
31107,31203,2211
31107,31204,581
31107,31205,1942
31107,31206,303
31107,31207,1020
31107,31208,57
31107,31209,80
31107,31211,760
31107,31212,3831
31107,31213,2690
31107,31214,4370
31107,31215,1730
31107,31216,1229
31107,31217,456
31107,31218,393
31107,31219,713
31107,31220,928
31107,31221,3440
31107,31222,1282
31107,31223,1071
31107,31224,1897
31107,31225,1286
31107,31226,234
31107,31227,812
31107,31228,1569
31107,31229,5683
31107,31230,1148
31107,31231,2479
31107,31232,1134
31107,31233,2374
31107,31234,2607
31107,31235,259
31107,31236,1165
31107,31237,978
31107,31238,1474
31107,31239,2708
31107,31240,180
31107,31241,2468
31107,31242,1472
31107,31243,266
31107,31244,98
31107,31245,1165
31107,31246,1733
31107,31247,436
31107,31248,180
31107,31249,139
31107,31250,803
31107,31251,859
31107,31252,792
31107,31253,1210
31107,31254,676
31107,31255,1355
31107,31256,393
31107,31257,1423
31107,31258,314
31107,31259,522
31107,31260,712
31107,31261,244
31107,31262,456
31107,31263,454
31107,31264,231
31107,31265,614
31107,31266,764
31107,31267,1935
31107,31268,1231
31107,31269,59
31107,31270,275
31107,31271,178
31107,31272,131
31107,31273,31
31107,31274,312
31107,31275,976
31107,31276,1239
31107,31277,1025
31107,31278,1701
31107,31279,528
31107,31280,509
31107,31281,570
31107,31282,823
31107,31283,582
31107,31284,66
31107,31285,857
31107,31286,464
31107,31287,51
31107,31288,148
31107,31289,211
31107,31290,102
31107,31291,433
31107,31292,105
31107,31293,316
31107,31294,19
31107,31295,340
31107,31296,4779
31107,31297,110
31107,31298,406
31107,31299,965
31107,31300,1302
31107,31301,175
31107,31302,698
31107,31303,573
31107,31304,515
31107,31305,1841
31107,31306,226
31107,31307,674
31107,31308,234
31107,31309,57
31107,31310,293
31107,31312,775
31107,31313,507
31107,31314,406
31107,31315,57
31107,31316,35
31107,31317,31
31107,31318,264
31107,31319,73
31107,31320,43
31107,31321,262
31107,31322,31
31107,31323,859
31107,31324,611
31107,31325,57
31107,31326,17
31107,31327,155
31107,31328,39
31107,31400,5792
31107,31401,5681
31107,31402,913
31107,31403,230
31107,31404,2523
31107,31405,649
31107,31406,1480
31107,31407,740
31107,31408,98
31107,31411,137
31107,31412,27
31107,31413,71
31107,31414,55
31107,31415,54
31107,31416,73
31107,31417,527
31107,31418,199
31107,31419,586
31107,31420,258
31107,31421,116
31107,31422,9
31107,31423,17
31107,31500,485
31107,31501,89
31107,31502,321
31107,31503,1238
31107,31504,253
31107,31505,358
31107,31506,1184
31107,31507,667
31107,31508,80
31107,31509,334
31107,31510,36
31107,31511,68
31107,31512,28
31107,31513,139
31107,31514,115
31107,31515,37
31107,31516,59
31107,31517,155
31107,31518,16
31107,31519,207
31107,31520,12
31107,31521,32
31107,31522,50
31107,31523,52
31107,31524,11
31107,31525,6
31107,31526,7
31107,31527,55
31107,31528,8
31107,31529,49
31107,31530,1
31107,31531,12
31107,31600,1012
31107,31601,20
31107,31602,17073
31107,31603,1289
31107,31604,407
31107,31605,74
31107,31606,21
31107,31607,25
31107,31608,31
31107,31609,178
31107,31610,103
31107,31611,201
31107,31612,71
31107,31613,193
31107,31614,99
31107,31615,157
31107,31616,205
31107,31617,44
31107,31618,174
31107,31619,84
31107,31620,581
31107,31621,290
31107,31622,75
31107,31623,589
31107,31624,994
31107,31625,24
31107,31626,20
31107,31627,429
31107,31628,78
31107,31629,32
31107,31630,24
31107,31631,33
31107,31632,27
31107,31633,106
31107,31634,38
31107,31635,8
31107,31636,136
31107,31637,269
31107,31638,182
31107,31639,77
31107,31640,13
31107,31641,106
31107,31642,56
31107,31643,15
31107,31644,5
31107,31645,37
31107,31646,73
31107,31647,18
31107,31648,18
31107,31649,983
31107,31650,13
31107,31651,1145
31107,31652,27
31107,31653,106
31107,31654,3
31107,31655,79
31107,31656,4
31107,31657,8
31107,31658,5
31107,31659,8
31107,31660,6
31107,31661,13
31107,31662,29
31107,31664,2
31107,31665,1
31107,31666,5
31107,31667,1
31107,31668,4
31107,31669,3
31107,31702,3
31107,31705,1
31107,31707,1
31107,31708,7
31107,31712,12
31107,31716,3
31107,31801,2
31107,31802,1
31107,31803,3
31107,31805,2
31107,31807,2
31107,31820,1
31107,31900,2
31107,31903,1
31107,31905,1
31107,31912,2
31107,31916,2
31107,31917,8
31107,31918,3
31107,31920,4
31107,31924,6
31107,31935,3
31107,31939,5
31107,31947,4
31107,32000,6
31107,32001,121
31107,32002,8
31107,32003,31
31107,32006,67
31107,32010,6
31107,32011,4
31107,32012,55
31107,32013,8
31107,32014,44
31107,32019,175
31107,32021,7
31107,32024,15
31107,32025,55
31107,32026,25
31107,32027,3
31107,32028,2
31107,32029,5
31107,32034,19
31107,32035,8
31107,32036,27
31107,32039,3
31107,32040,55
31107,32043,3
31107,32046,7
31107,32048,15
31107,32049,6
31107,32050,11
31107,32051,2
31107,32054,14
31107,32055,13
31107,32056,9
31107,32058,2
31107,32061,3
31107,32062,1
31107,32073,2
31107,32078,1
31107,32230,2
31107,32235,1
31107,32404,11
31107,32410,1
31107,32413,1
31107,32416,7
31107,32418,1
31107,32420,2
31107,32421,1
31107,32602,1
31107,32607,1
31108,31109,769
31108,31110,438
31108,31111,550
31108,31112,72
31108,31113,165
31108,31114,320
31108,31115,166
31108,31116,357
31108,31117,141
31108,31118,120
31108,31119,224
31108,31120,96
31108,31121,112
31108,31122,50
31108,31123,30
31108,31124,130
31108,31125,214
31108,31126,101
31108,31127,278
31108,31128,311
31108,31129,939
31108,31130,71
31108,31131,20
31108,31132,74
31108,31133,16
31108,31200,1723
31108,31201,1643
31108,31202,898
31108,31203,1418
31108,31204,1131
31108,31205,1819
31108,31206,579
31108,31207,144
31108,31208,12685
31108,31209,7569
31108,31211,710
31108,31212,1379
31108,31213,1539
31108,31214,598
31108,31215,2771
31108,31216,1465
31108,31217,3609
31108,31218,12243
31108,31219,3837
31108,31220,1154
31108,31221,1689
31108,31222,3401
31108,31223,1188
